    mch    max      nmg    fet     nU   nB   nV   nR   nI    hU   hB   hV   hR   hI     RA (2000.0) Dec        dRA   dDec
    259    261    97595    848      0  841  845    0  845     0   52   52    0   52  12 39 43.02 -60 37 17.0   36.9  37.0   Tr20 
    468     63    11791    424      0  398  401  377  293     0   17   19    5   13  12 39 58.45 -11 36 38.8   32.7  31.0   NGC4594 
   8871   1393    18113   1017    339  862  938  907  938    56  129  146   96  146  12 42 19.34 -00 34 36.9   88.7  58.0   L104 
     56     59      255     48      0   27   33   35   35     0    9   12   11   11  12 44 48.64 -40 43 02.7    3.3   3.5   SN1990I 
    309     39    40544    116      0   32   35  113  110     0    6    6    9   16  12 49 05.22 -41 22 16.7   12.7  19.0   NGC4696 
    124    101     2328     62      0    6    7    3    3     0    6    7    3    3  12 51 07.13 +41 07 32.4   10.9   6.3   NGC4736 
     40     42       57      9      0    6    6    6    6     0    6    6    6    6  12 53 38.00 -22 52 07.8    2.9   2.6   Abell35 
    144     76   151388    170      0  141  147    0  144     0    6    5    0    8  12 54 04.42 -60 26 29.6   17.2  18.4   NGC4755 
     75     77     1135    102     63   82   90   90   91    16   16   14   14   14  12 55 50.78 -01 24 10.4   18.1  20.3   SF1253 
   1460    796   178963    807    631  649  650  266  414    23  100  176   10   78  12 59 51.68 -70 51 37.0   23.9  22.5   NGC4833 
   2043    541    97149   1002    564  775  745  756  758    30   58   61   37   56  13 12 30.16 +18 13 25.2   44.4  47.9   NGC5024 
   1294    363    40648    603    336  537  556  286  545    12   60   67   18   57  13 16 13.53 +17 40 58.7   40.3  35.9   NGC5053 
   3113    445   129505    621    436  597  607  612  614    41   38   49   41   43  13 25 32.29 -42 59 21.5   35.7  34.8   NGC5128 
   7175   2152     8985    796    548  773  777  782  780    56  110  121   77   99  13 25 51.67 -08 52 23.5   57.7  48.3   PG1323 
  10114   4914   680637   4724   3479 4066 4066 1616 3448    32   68   72   22   41  13 26 35.89 -47 26 20.9   36.8  41.7   NGC5139 
   1000    223    23615    596      0  439  469    0  318     0   18   25    0   22  13 27 42.76 +33 33 29.9   31.6  33.9   CVnI 
    293    139     9644    100      0   47   50   26   15     0   11   15   14    7  13 29 50.31 +47 11 39.9   17.7  18.0   NGC5194 
     73     75     1450     75      0   53   54    0   43     0   10    8    0    6  13 31 06.39 -33 13 16.4    4.9   5.5   SN1993O 
    130    132      156     39     20   38   39    0   39    19   29   33    0   31  13 31 30.57 -35 04 19.4    4.7   5.1   ESO383 
     28     30      816     62     41   60   62    0   61     5    8    7    0    8  13 32 19.84 -33 14 03.8   19.2   9.0   NGC5193 
   4023    897   108060   2377   1892 2029 2063 1406 1816    56  116  123   13   42  13 41 21.35 +28 24 48.6   45.1  38.2   NGC5272 
   2475    616    79755    935      0  909  917  250  635     0  136  147    8   63  13 45 24.27 -51 18 35.2   36.0  35.9   NGC5286 
     21     23      918     90      0   77   89    0   88     0    7    7    0    7  13 49 30.72 -30 17 59.4   19.1   9.2   IC4329 
     72     74     1159     42      0   27   27   22   21     0   11   11    8    7  13 52 47.64 -30 42 36.0    5.5   4.9   SN1993H 
   1061    965    31800    789    773  789  789  789  789   143  163  194  149  160  13 52 50.30 -48 09 17.0   20.2  20.0   LSE44 
   3282    268   154339    458      0  271  308  315  248     0   10   19   18   38  13 59 42.90 +14 30 45.3   33.5  33.5   BooI 
   2172    573    31304    799    557  703  729  717  723    36   59  191   47   49  14 05 02.61 +28 33 06.3   34.4  37.0   NGC5466 
    126    130      756    107     87   97  105  105  105    20   21   21   21   21  14 10 27.55 -01 27 55.7   17.8  18.3   PG1407 
    845    389    41341    860     67  756  790  483  753     8   31   27   21   32  14 29 05.64 -05 55 15.3   38.7  35.3   NGC5634 
    748    357    45930    755     28  353  347  323  254    11   24   21   16   18  14 39 16.27 -26 29 20.5   32.7  24.8   NGC5694 
    378    131     9417    146      3  108  108    1    1     3   14   45    1    1  14 40 28.94 -00 14 23.0   19.2  32.3   L106 
    403    205     6026    191    127  157  158   30  135    12   22   22   12   15  14 46 52.50 -45 18 58.0   21.8  21.8   E6 
   2012   1011    90603    752     84  662  666  317  494     8   69   90   42   61  14 58 18.27 -82 18 23.3   34.9  34.9   IC4499 
   1924    579   107009   1781    782 1485 1453  820 1441     9   55   78   25   69  15 03 50.55 -33 04 46.2   42.7  47.7   NGC5824 
    176     85   160853    238    101  213  234  234  234     7   11   20   11   14  15 04 24.22 -54 23 52.8   19.0  18.4   NGC5822 
   7150   1471   200918   3373   1047 2729 2811 1448 2283    20   93  221   38  124  15 06 54.62 +67 11 42.9   85.9  93.7   UrsaMinor 
    495    173    33303    753    399  663  673   87  509    14   23   27   10   16  15 15 43.09 -00 04 16.6   33.8  29.1   Pal5 
    463    246    48488    755    469  544  545  210  242    21   11   21    5   15  15 17 06.95 -20 54 02.5   32.6  32.2   NGC5897 
   3806   1281   102974   2957   2264 2438 2640 2628 2659    49  178  200   32  126  15 18 17.37 +02 08 04.2   62.8  64.3   NGC5904 
    704    208   326988   1121     51  208  360  569  616    11   14   13    7   15  15 28 07.58 -50 38 51.4   15.5  16.1   NGC5927 
   1493    633     9160    831    219  706  756  710  748    29   56   69   52   63  15 28 24.46 -07 15 40.7   41.6  40.2   PG1525 
    248    220     1396     98     38   58   79   80   82    17   23   27   25   27  15 30 48.66 +06 00 30.0   10.7  12.1   PG1528 
    216     80   283882    219      0  208   64  210   65     0    8   15   11   20  15 39 18.13 -50 02 06.7   13.6  12.5   BH176 
  10106   1631    26472   2053   1039 1825 1903 1841 1978    90  155  187  144  183  15 39 28.20 -00 13 36.8   65.6  65.6   L107 
   1145    802    82335    572    295  380  394  172  189     8  164  226   11   20  15 45 59.33 -37 47 53.1   24.8  22.0   NGC5986 
    383    385    42372    250      0  221  245  247  248     0    9   26    7  234  15 47 00.02 -47 36 57.7   11.3  16.4   4U1543 
     90     93      330     17      0   12   15   15   15     0   11   12   13   13  15 51 41.44 -51 30 44.5    3.2   2.4   Sp1 
    345    103    28372     34      0    1    5   10   10     0    1    5    9   10  15 56 34.40 -37 48 10.0    1.9   2.7   RU_Lupi 
    584    209    32153   1447    259  683  721  189  404    15   28   29   11   18  16 10 41.75 +14 57 26.5   34.0  34.1   Pal14 
   1209    238   249401    588    314  459  459  458  459    11   15   17   10   16  16 13 06.59 -54 13 12.8   19.4  19.4   NGC6067 
    696    284    57714    637      0  195  251   17  245     0    8   26    7   17  16 17 07.87 -22 58 50.3   15.4  14.4   NGC6093 
   7407   5656   133400   1787   1244 1606 1616  964 1563    17  413  491  518   45  16 23 17.62 -26 25 53.4   33.7  34.4   NGC6121 
    838    495    49633    735    326  566  570  104  335    23   80   80   14   72  16 25 28.55 -72 05 23.2   32.5  30.8   NGC6101 
    253    132    27673    403    265  144  296  119  297    17    5   19    7   17  16 27 11.45 -26 01 55.5   15.3  14.8   NGC6144 
    140     65    81237    123      0  111  119  121  121     0    6   10    6   15  16 27 40.55 -38 50 56.8    6.9   7.1   NGC6139 
   1831    384    24315    746      0  693  714  480  710     0   59   64    9   88  16 30 50.85 +12 47 26.5   40.8  36.0   Hercules 
    798    363    45145    717    599  684  695  262  642    24   25   32   10   29  16 32 11.91 -13 01 51.5   32.1  31.4   NGC6171 
